상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,TRDAR_CD,총_유동인구_수,야간_유동인구_17_24,야간_비율,주말_평균,주중_평균,주말_프리미엄,남성_유동인구_수,여성_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,총_매출,총_상주인구,평균_소득,총_인구,인당_매출효율,야간_매출효율,주류친화_지수,타겟연령_비율,성비_균형도,야간_유동인구_17_24_점수,총_매출_점수,주류친화_지수_점수
A,골목상권,3110770,영등포구청역 6번,190958,447050,11560,영등포구,11560550,당산1동,47293,3110770,790842,237328,0.30009534142091593,115828.5,111837.0,1.035690335041176,380187,410655,158127,198840,121330,1652424973.0,82368.0,2523596.0,873210.0,1892.3569049827647,6962.621237274995,0.19433333886901993,0.6047946366025072,0.96147397330946,4.0,2.0,3.0
A,골목상권,3110771,대림역 11번,191056,443667,11560,영등포구,11560710,대림2동,24375,3110771,337413,111241,0.3296879491898652,52050.5,46662.0,1.1154794050833654,167678,169735,26992,48759,59598,37053202.0,29452.0,2419065.0,366865.0,100.99955569487413,333.0894364487914,0.24400453154726529,0.4011374784018399,0.9939036136722651,2.0,1.0,5.0
A,골목상권,3110772,신우어린이공원,191051,444852,11560,영등포구,11560720,대림3동,40126,3110772,379562,104271,0.27471401246700144,56391.0,53356.0,1.0568820751180747,184814,194748,44124,55418,60648,11979445999.0,54516.0,2388924.0,434078.0,27597.450225535504,114887.61016006368,0.18758123752743078,0.4220390871583562,0.9738277277493532,2.0,4.0,3.0
A,골목상권,3110773,당산역 13번,191087,448516,11560,영등포구,11560620,양평2동,9756,3110773,88634,27843,0.3141345307669743,10694.5,13449.0,0.7951892334002528,46367,42267,18043,23421,15729,90000000.0,6360.0,3534546.0,94994.0,947.4282586268606,3232.410300614158,0.1065564118202857,0.6452715662161247,0.9537423562064219,1.0,1.0,1.0
A,골목상권,3110639,신방화역 8번,183627,451855,11500,강서구,11500630,방화1동,97165,3110639,534380,169514,0.31721621318163107,80785.5,74561.8,1.0834703561341061,255286,279095,64506,83767,70279,289837283.0,119220.0,2356852.0,653600.0,443.4474954100367,1709.8132484632538,0.2237178703626211,0.408982372094764,0.9554455630824507,3.0,1.0,5.0
A,골목상권,3110640,방화역 1번,183716,453166,11500,강서구,11500641,방화3동,79681,3110640,413186,126637,0.3064890872391611,62137.5,57782.8,1.0753632568861322,193831,219355,38841,63513,68233,3747007310.0,114368.0,2767319.0,527554.0,7102.604302118835,29588.566611653783,0.2140387550979495,0.41285764764537036,0.9382263677859366,3.0,3.0,4.0
A,골목상권,3110641,공항고등학교,183939,452510,11500,강서구,11500630,방화1동,67482,3110641,363535,102408,0.2817005240210709,54821.5,50778.4,1.0796224378869754,171230,192305,31523,56008,60473,1125041169.0,68620.0,3054851.0,432155.0,2603.327900868901,10985.871894773845,0.2008692895674327,0.4071244859504587,0.9420275901907657,2.0,2.0,4.0
A,골목상권,3110642,정곡초등학교,183978,453168,11500,강서구,11500641,방화3동,19884,3110642,20822,6381,0.30645471136298147,4551.5,2343.6,1.9420976275814987,11178,9644,1536,2586,3518,109122856.0,34376.0,2165369.0,55198.0,1976.9349614116454,17101.21548346654,0.5607118778503883,0.36691960426472003,0.92632792238978,1.0,1.0,5.0
A,골목상권,3110786,당산역 8번,191584,448284,11560,영등포구,11560560,당산2동,54674,3110786,468952,147843,0.31526254286152955,63963.0,68205.0,0.9378051462502749,229095,239856,82739,110929,75447,666043419.0,95232.0,3375381.0,564184.0,1180.5429062149938,4505.072401128224,0.16427958421702765,0.5738647025708388,0.9770530885890241,3.0,2.0,2.0
A,골목상권,3110787,신길3동주민센터,191661,445257,11560,영등포구,11560650,신길3동,95882,3110787,1844279,600192,0.32543449228668764,289268.0,253148.8,1.1426797203857968,888308,955972,211772,266841,275155,4923393590.0,140984.0,2188880.0,1985263.0,2479.9704573147237,8203.031013409043,0.2523325835263313,0.4087060580313499,0.96331140787267,5.0,4.0,5.0
A,골목상권,3110788,영등포시장역 3번,191702,446987,11560,영등포구,11560535,영등포동,10464,3110788,109787,29233,0.26627014127355697,15157.5,15894.6,0.9536257596919708,56015,53772,20525,27359,17106,19124582821.0,12440.0,2696466.0,122227.0,156467.74297822904,654212.1171621113,0.1412123886409225,0.5919644402342719,0.9795695300900835,1.0,5.0,2.0
A,골목상권,3110789,대림성모병원,191713,443474,11560,영등포구,11560700,대림1동,86491,3110789,529630,155009,0.2926741309971112,79430.0,74154.0,1.0711492299808507,246303,283327,85696,85430,93546,13924363770.0,74404.0,2385574.0,604034.0,23052.284755493896,89829.38906773155,0.204064170590607,0.49973000018881103,0.9300945943394445,3.0,5.0,4.0
A,골목상권,3110810,영신초등학교,192632,445721,11560,영등포구,11560630,신길1동,117632,3110810,1562643,470144,0.3008646248695319,230573.5,220299.2,1.0466379360433447,760381,802263,213061,236214,256859,11608021342.0,149048.0,2383943.0,1711691.0,6781.6103151795505,24690.3530450245,0.199173949339057,0.4518844035393881,0.9731979729215182,5.0,4.0,4.0
A,골목상권,3110811,보라매역 4번,192689,444412,11560,영등포구,11560680,신길6동,44661,3110811,556572,157437,0.28286906276276924,77275.5,80403.8,0.9610926349252149,263100,293472,98577,110336,87807,1023760024.0,73972.0,2613894.0,630544.0,1623.6139333654748,6502.664710328576,0.1541584916277475,0.5331206025455826,0.945430240831375,3.0,2.0,2.0
A,골목상권,3110812,신길6동주민센터,192681,444264,11560,영등포구,11560680,신길6동,59185,3110812,517984,166984,0.3223728918267746,76009.0,73193.4,1.0384679492959747,240878,277104,81444,98285,80817,6210280659.0,62956.0,2621573.0,580940.0,10690.055184700657,37190.872532697744,0.20881091481445466,0.503000092666955,0.9300634768641503,3.0,4.0,4.0
A,골목상권,3110604,신월4동주민센터,185801,447110,11470,양천구,11470590,신월4동,150486,3110604,1108165,314775,0.284050660325854,160864.0,157287.6,1.0227379653577269,527301,580865,90956,138555,187400,3816753267.0,300192.0,2629680.0,1408357.0,2710.075120867791,12125.337993805098,0.17952558233860313,0.37621744054360134,0.9516642377263314,4.0,3.0,3.0
A,골목상권,3110605,목동센트럴아이파크앞,185913,446276,11470,양천구,11470610,신월6동,38129,3110605,71474,23118,0.3234462881607298,10077.0,10263.6,0.9818192447094586,35109,36365,6528,10503,12082,1742466618.0,51452.0,2640225.0,122926.0,14174.923270910955,75372.7233324682,0.1867954707802213,0.407322942608501,0.9824271763158631,1.0,3.0,3.0
A,골목상권,3110606,신한은행 신월동지점,185964,446724,11470,양천구,11470590,신월4동,158709,3110606,1460350,434270,0.29737391721162737,210752.0,207769.4,1.0143553381778068,696648,763701,137986,175372,237258,8330290856.0,313092.0,2509484.0,1773442.0,4697.244598921194,19182.284882676675,0.18416648559809914,0.37704385934878626,0.954084294860821,5.0,4.0,3.0
A,골목상권,3110607,금빛새마을금고본점,186338,446751,11470,양천구,11470570,신월2동,36823,3110607,169525,51606,0.30441527798259843,25515.0,23699.0,1.0766277058103717,78135,91390,16342,23069,27132,158664080.0,35964.0,2232961.0,205489.0,772.1293110580128,3074.5277680889817,0.21330024911370773,0.39252617608022417,0.921810942338888,2.0,1.0,4.0
A,골목상권,3110697,개봉3동주민센터,187085,442783,11530,구로구,11530760,개봉3동,81457,3110697,420732,131542,0.3126503332287537,68233.5,56853.6,1.2001614673477141,194883,225849,41846,55255,65707,381819390.0,125420.0,2323607.0,546152.0,699.1082885350598,2902.6424259932187,0.26765478687633787,0.3869636728368653,0.9263997033741194,3.0,1.0,5.0
A,골목상권,3110698,개웅초등학교(개웅중학교),187021,443233,11530,구로구,11530760,개봉3동,131201,3110698,656640,186416,0.28389376218323586,97592.5,92291.0,1.0574433043308664,307561,349080,68031,84137,100367,930087546.0,290320.0,2322212.0,946960.0,982.1825061248627,4989.311786541928,0.19331357904228808,0.3845866837231969,0.9367705287524366,3.0,2.0,3.0
A,골목상권,3110748,백산초등학교,191556,438797,11545,금천구,11545710,시흥5동,70150,3110748,414838,126589,0.3051528548493629,60515.0,58761.6,1.0298392147252629,202535,212303,50299,64242,62781,2981827989.0,83840.0,2392421.0,498678.0,5979.465685271859,23555.190332493345,0.19502739879972286,0.42744878723742763,0.9764534589405985,3.0,3.0,3.0
A,골목상권,3110620,목동보건지소,188258,448850,11470,양천구,11470540,목4동,177925,3110620,1996925,593493,0.2972034503048437,296839.5,280649.0,1.057689498270081,944201,1052725,235812,249976,307985,6802233386.0,373364.0,2853024.0,2370289.0,2869.790724253456,11461.354027764439,0.20139786949093866,0.39749765264093545,0.9456544437071999,5.0,4.0,4.0
A,골목상권,3110621,목동역 5번,188298,447305,11470,양천구,11470510,목1동,34475,3110621,172090,59086,0.3433435992794468,25397.0,24259.0,1.0469104249969083,75465,96625,14208,16997,35900,5904899675.0,31524.0,4758444.0,203614.0,29000.460061685346,99937.37391260196,0.22477032956643142,0.3899413097797664,0.8770410831541635,2.0,4.0,5.0
A,골목상권,3110622,달마을공원,188467,449542,11470,양천구,11470520,목2동,90372,3110622,459343,141737,0.3085646238214145,68603.5,64427.8,1.0648120842245117,208029,251314,67032,97405,72863,1391786314.0,178292.0,2848522.0,637635.0,2182.7319924408166,9819.498888786979,0.21106360798265333,0.5166074153736968,0.9057675854426867,3.0,2.0,4.0
A,골목상권,3110635,공항시장역 3번,183536,451639,11500,강서구,11500620,공항동,95722,3110635,193501,52135,0.26943013214401995,28813.0,27175.4,1.0602603825518666,93862,99639,19859,26625,29336,1784064996.0,122628.0,2518520.0,316129.0,5643.471481578723,34220.10158243023,0.1857622323071586,0.3918326003483186,0.9701448571325213,2.0,3.0,3.0
A,골목상권,3110636,방화역 2번,183479,452754,11500,강서구,11500630,방화1동,44808,3110636,429775,129923,0.3023046943167937,62689.5,60879.0,1.0297393189769872,211233,218541,36693,64939,73875,4937212673.0,54840.0,2995050.0,484615.0,10187.907252148612,38001.0673475828,0.1932785441808711,0.408369495666337,0.9829957535919958,3.0,4.0,3.0
A,골목상권,3110637,송정역 2번,183536,451403,11500,강서구,11500620,공항동,86547,3110637,285924,79818,0.27915809795610025,41712.0,40500.4,1.0299157539184798,138352,147573,36829,48009,51938,750213953.0,84276.0,2622951.0,370200.0,2026.509867639114,9399.057267784208,0.17946116034105206,0.47836488017794937,0.9677501713742114,2.0,2.0,3.0
A,골목상권,3110638,신방화역 2번,183578,452151,11500,강서구,11500630,방화1동,180870,3110638,2391697,721651,0.3017317829139728,350248.5,338239.8,1.035503509640202,1113885,1277812,238620,414982,375235,16637692101.0,252044.0,2832019.0,2643741.0,6293.238294144548,23055.039210089086,0.1952404736044645,0.43017029331056567,0.9314599633649245,5.0,5.0,3.0
A,골목상권,3111026,문정역 2번,211145,442739,11710,송파구,11710641,문정1동,123212,3111026,867645,245527,0.28298094266664364,123744.5,124031.2,0.9976884848328486,415264,452381,124096,192788,156879,8064243870.0,198588.0,3087081.0,1066233.0,7563.303583738264,32844.631629108,0.1688639595331256,0.5460332278754559,0.9572209832362314,4.0,4.0,2.0
A,골목상권,3111027,문정초등학교,211186,443249,11710,송파구,11710641,문정1동,124929,3111027,836729,245547,0.2934606067197384,124097.5,117706.8,1.0542933798217264,394795,441934,123274,156818,151227,7225297080.0,236420.0,2676663.0,1073149.0,6732.799527372247,29425.31197693313,0.19779371596053363,0.5154823126723228,0.9436627629734359,4.0,4.0,3.0
A,골목상권,3111025,경찰병원역 3번,211131,443863,11710,송파구,11710632,가락2동,59147,3111025,887238,246376,0.2776887374075502,125997.0,127048.6,0.9917228525147069,418275,468961,128709,173388,143364,813631971.0,131984.0,2784032.0,1019222.0,798.2872926604803,3302.3994666688313,0.16330238345041287,0.5020761058475854,0.9428721492992861,4.0,2.0,2.0
A,골목상권,3110830,상도초등학교,194593,444510,11590,동작구,11590560,상도4동,126620,3110830,777886,218746,0.28120572937422705,114373.0,109828.0,1.0413828896092072,353613,424273,96253,127141,128158,1273220886.0,181960.0,2497255.0,959846.0,1326.4845464793311,5820.54476881863,0.18527659346821912,0.4519325453858277,0.9091640677425741,4.0,2.0,3.0
A,골목상권,3110831,상도4동주민센터,194748,444356,11590,동작구,11590560,상도4동,56494,3110831,684985,187590,0.27386001153309925,100725.0,96707.0,1.0415481816207721,306629,378355,92996,114446,113208,1690541668.0,117156.0,2583262.0,802141.0,2107.536789666655,9011.89651900421,0.18093527956816838,0.46811244041840333,0.895288217990175,3.0,3.0,3.0
A,골목상권,3110880,신림역 1번,194115,442727,11620,관악구,11620645,서원동,38288,3110880,532847,139245,0.26132266860843734,77547.0,75550.8,1.0264219571467146,269900,262946,166211,116120,70646,1814894122.0,62936.0,2283989.0,595783.0,3046.2334809821696,13033.818966569715,0.16736238402374823,0.6624359337671039,0.9869493494380188,3.0,3.0,2.0
A,골목상권,3110881,구립대학경로당(관악산샘말공원),194358,440921,11620,관악구,11620735,대학동,234224,3110881,4175520,1254604,0.3004665287197762,616191.0,588627.4,1.0468269061209179,2450509,1725010,1381169,842718,597053,9913885440.0,447576.0,2292055.0,4623096.0,2144.425605698,7902.00369200162,0.19901067968023287,0.6755901061424685,0.8262494252212897,5.0,4.0,4.0
A,골목상권,3110882,신성초등학교,194361,441512,11620,관악구,11620665,서림동,147004,3110882,1698170,479444,0.28232980208106373,255719.5,237346.2,1.0774113931463827,929112,769057,482667,332969,228026,3407693812.0,228088.0,2284617.0,1926258.0,1769.074450047709,7107.5950726257915,0.2003624385071913,0.6145804012554691,0.9057485410765707,5.0,3.0,4.0
A,골목상권,3110942,염곡동 구룡사(포이동성당),204060,441129,11650,서초구,11650652,양재2동,252432,3110942,1545197,402821,0.26069232596232067,208014.0,225833.8,0.9210932995858017,796472,748723,198370,346534,310972,10454126189.0,374412.0,3199704.0,1919609.0,5445.966438477836,25952.28696865357,0.12485271541171306,0.5538944225234711,0.9690984385809706,5.0,4.0,1.0
A,골목상권,3110943,법제교육센터(버들어린이공원),204103,441561,11650,서초구,11650652,양재2동,57521,3110943,532364,162717,0.3056498936817666,70984.0,78079.2,0.9091281672967961,271356,261008,79630,117852,107596,4829060682.0,69816.0,3221478.0,602180.0,8019.297688398818,29677.665406810596,0.14704120312777838,0.5730627916237763,0.9805621717471504,3.0,4.0,2.0
A,골목상권,3110944,서울나래학교(염곡어린이공원),204555,440360,11650,서초구,11650660,내곡동,70228,3110944,36904,6705,0.1816876219380013,4453.0,5599.4,0.7952637782619567,16024,20880,1130,6510,6150,,25636.0,3967472.0,62540.0,,,0.027118084467583473,0.37367223065250377,0.8684153479297637,1.0,1.0,1.0
A,골목상권,3110968,강남구청역 2번,203552,446131,11680,강남구,11680531,논현2동,43750,3110968,252524,72084,0.28545405585211703,27096.5,39665.8,0.6831199673270172,127414,125110,44811,63185,54527,914678484.0,23820.0,3618495.0,276344.0,3309.927061922821,12689.063925420343,0.0445204204420771,0.6435942722275902,0.9908761147455292,2.0,2.0,1.0
A,골목상권,3110969,베르사이유1아파트,203564,444383,11680,강남구,11680650,역삼2동,55302,3110969,795113,192742,0.2424083117745528,82815.0,125896.6,0.657801719824046,399576,395536,174064,215007,177914,716149163.0,54440.0,3841049.0,849553.0,842.9717310161932,3715.5843718546034,0.00856567499435007,0.7130873221793632,0.9949189612042565,3.0,2.0,1.0
A,골목상권,3110970,학동초등학교,203644,445789,11680,강남구,11680531,논현2동,50014,3110970,310898,86129,0.27703298187830094,35312.5,48054.8,0.734838143119938,153820,157079,62734,77461,63232,965379124.0,42232.0,3665398.0,353130.0,2733.778279953558,11208.525862369237,0.060155046374955765,0.654320709686135,0.9895174623188313,2.0,2.0,1.0
A,골목상권,3110971,선정릉역 4번,203791,445313,11680,강남구,11680640,역삼1동,133222,3110971,661588,166429,0.2515598831901425,84308.5,98594.2,0.8551060812907859,324045,337541,125539,181944,147800,4775469077.0,166632.0,3432046.0,828220.0,5765.942716910966,28693.73172343762,0.09297836243039986,0.6881669558698162,0.979600597350617,3.0,4.0,1.0
A,골목상권,3110972,강남세브란스병원미래의학연구센터,203759,443901,11680,강남구,11680650,역삼2동,46603,3110972,326143,76939,0.2359057223365211,45376.0,47078.2,0.9638431375880981,148077,178067,55982,63262,62632,229454117.0,85360.0,3347336.0,411503.0,557.6001074111246,2982.286187759134,0.12708068843715192,0.5576572239784389,0.908046470413285,2.0,1.0,1.0
A,골목상권,3110973,강남구청역 4번,203850,446594,11680,강남구,11680565,청담동,66136,3110973,937043,256972,0.27423714813514427,115219.5,141320.4,0.8153069195954724,441404,495637,127684,175743,199428,1799283311.0,100124.0,4766183.0,1037167.0,1734.8057844108037,7001.865226561648,0.09066505671927551,0.5366402609058496,0.9421232536820615,4.0,3.0,1.0
A,골목상권,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),212170,445014,11710,송파구,11710570,오금동,27617,3111037,224111,69020,0.307972388682394,32032.0,32009.4,1.0007060425999863,104595,119516,18891,25055,40812,677229802.0,23144.0,2538907.0,247255.0,2738.9933550383207,9812.080585337584,0.18506585024943092,0.37819651868939946,0.9334213849387134,2.0,2.0,3.0
A,골목상권,3111017,송파나루역 3번,210209,445524,11710,송파구,11710562,방이2동,32806,3111017,238191,73036,0.30662787426896904,34127.0,33987.4,1.0041074045087297,111313,126879,34247,44492,41050,173652231.0,42936.0,2632906.0,281127.0,617.7002955959406,2377.6251574565968,0.1856196863648733,0.502911528983043,0.9346490841383596,2.0,1.0,3.0
A,골목상권,3111018,풍납초등학교(풍납백제문화공원),210296,448588,11710,송파구,11710510,풍납1동,27101,3111018,110290,31181,0.28271828814942424,17265.5,15151.6,1.1395166187069352,53678,56612,12123,14604,16565,,34408.0,2927597.0,144698.0,,,0.22543762037242862,0.39252878774140904,0.9733974068365219,1.0,1.0,5.0
A,골목상권,3111041,거여역 8번,212496,443841,11710,송파구,11710531,거여1동,12895,3111041,119636,33472,0.27978200541642984,17055.0,17105.4,0.9970535620330421,56322,63316,14276,18022,18582,,51700.0,3445446.0,171336.0,,,0.16669062806307475,0.4252900464743054,0.9415393359858236,1.0,1.0,2.0
A,골목상권,3111042,거여역 1번(거여공원),212696,444196,11710,송파구,11710531,거여1동,146365,3111042,1872561,576552,0.30789490969853583,276559.0,263889.0,1.048012611363111,894978,977584,207396,262475,276210,5237697160.0,245140.0,2424963.0,2117701.0,2473.293991928039,9084.518239464956,0.2039419903643659,0.3984281419937722,0.9558860832838022,5.0,4.0,4.0
A,골목상권,3110848,양지어린이공원,197855,442468,11590,동작구,11590620,사당1동,116036,3110848,1356809,392307,0.2891394440927205,207536.5,188347.0,1.1018837571078912,626368,730441,252472,266345,195502,2307954210.0,212180.0,2661257.0,1568989.0,1470.9817659652172,5883.030917113383,0.2142371692987888,0.526469827367006,0.9232957623364821,5.0,3.0,4.0
A,골목상권,3111077,길동주민센터(강동도서관),212662,448642,11740,강동구,11740685,길동,247203,3111077,3784781,1146540,0.3029343045211863,558691.0,533479.6,1.0472584143798565,1718591,2066189,446177,549012,611918,17421732364.0,504256.0,2685467.0,4289037.0,4061.921677057111,15195.049770614196,0.20066394846465435,0.42462351190200964,0.908159018976263,5.0,5.0,4.0
A,골목상권,3111028,문현중학교(장지역 1번),211262,442494,11710,송파구,11710646,장지동,53688,3111028,776467,229568,0.2956571238700421,105950.5,112913.0,0.938337481069496,365360,411108,103252,150202,131630,7138498224.0,78664.0,2686383.0,855131.0,8347.841703785736,31095.353986618346,0.15272926674982365,0.4959438070130476,0.9410818489388474,4.0,4.0,2.0
A,골목상권,3111050,강동구청(강동구청역 2번),211002,447924,11740,강동구,11740640,성내1동,19565,3111050,302708,86836,0.28686390845303067,40917.5,44174.4,0.9262717773189901,135792,166915,32792,45738,50658,325883199.0,44748.0,3108385.0,347456.0,937.9121356373181,3752.858250034548,0.14262705599941444,0.4267743171637354,0.8971847456955218,2.0,1.0,2.0
A,골목상권,3111051,천호역 6번,210995,448365,11740,강동구,11740650,성내2동,159647,3111051,2771795,837212,0.30204686854547325,418161.5,387094.6,1.0802566091079546,1297700,1474094,385614,478605,410962,7518903845.0,301172.0,2721844.0,3072967.0,2446.7896482454903,8980.883987568262,0.2133307647704658,0.46005602867455925,0.9363610945253887,5.0,4.0,4.0
A,골목상권,3111052,암사역 3번(천호동자전거거리),211055,449828,11740,강동구,11740610,천호2동,129295,3111052,1350397,390529,0.2891956957842768,195526.0,191869.0,1.0190598793968801,648309,702086,165100,244713,241493,5487107386.0,241584.0,2583404.0,1591981.0,3446.71662915575,14050.44794624727,0.18114136922931812,0.4823070548883032,0.9601768961275832,5.0,4.0,3.0
A,골목상권,3111053,성내천어린이공원(하니사랑길),211079,447418,11740,강동구,11740640,성내1동,139845,3111053,1079679,298676,0.27663407364596326,149317.5,156208.6,0.9558852713614999,483598,596080,128381,183915,194606,7581145020.0,193860.0,3336448.0,1273539.0,5952.817322437711,25382.504854759,0.14833455273217794,0.4694932475300529,0.8958190351020998,4.0,4.0,2.0
A,골목상권,3110823,신대방삼거리역 3번,193495,443992,11590,동작구,11590680,신대방2동,88509,3110823,841560,250713,0.2979145871952089,125195.0,118233.6,1.0588783560679873,383236,458324,157435,156000,136622,645072404.0,152848.0,2663848.0,994408.0,648.699934031102,2572.9515581561386,0.20230009474432026,0.5347889633537716,0.9107752269594562,4.0,2.0,4.0
A,골목상권,3110824,대방역 3번,193544,445834,11590,동작구,11590660,대방동,46862,3110824,185610,56894,0.30652443295081083,24045.0,27504.2,0.8742301175820419,83024,102587,29716,24744,32829,5988434775.0,26416.0,2924545.0,212026.0,28243.869973493816,105255.99843568742,0.13360670680330328,0.4702817736113356,0.8946015839663811,2.0,4.0,1.0
A,골목상권,3110825,신대방삼거리역 1번,193977,444086,11590,동작구,11590550,상도3동,182490,3110825,2197092,631203,0.28729019995521354,335550.5,305198.6,1.0994496698215523,1006954,1190138,398632,392952,327437,1079346888.0,392672.0,2468002.0,2589764.0,416.7742265318384,1709.9837738413792,0.21215398790174905,0.5093191363857317,0.9166243379885777,5.0,2.0,4.0
A,골목상권,3110871,신원동주민센터,193568,442344,11620,관악구,11620655,신원동,49950,3110871,692403,206390,0.2980778535043898,109702.0,94600.0,1.1596405919661734,353879,338525,163202,154532,95197,4666089986.0,96624.0,2279059.0,789027.0,5913.726635463679,22608.120480643443,0.24270294888910326,0.5963737880973942,0.9778250527510712,3.0,4.0,5.0
A,골목상권,3110849,이수역 10번,197978,442939,11590,동작구,11590640,사당3동,119168,3110849,1880763,568589,0.3023182612588614,282512.5,263147.8,1.0735886828618746,898490,982273,261538,334205,291500,1356130374.0,145212.0,2485313.0,2025975.0,669.3717217635954,2385.0802143551846,0.21082642990006667,0.4717463072168051,0.9554526540558274,5.0,2.0,4.0
A,골목상권,3110898,청림동주민센터(상도중학교),196323,443504,11620,관악구,11620545,청림동,57942,3110898,512611,152909,0.29829441818454927,77292.0,71605.2,1.079418813158821,242394,270217,60475,75944,85613,23073735.0,107760.0,2270287.0,620371.0,37.193445535010504,150.89847556389748,0.21074417617425795,0.4331393590851542,0.9457229751214858,3.0,1.0,4.0
A,골목상권,3110899,낙성대역 5번(관악중학교),196737,442198,11620,관악구,11620575,행운동,73363,3110899,766886,217695,0.2838687888421486,118503.5,105975.8,1.1182128372703957,367209,399677,226207,166498,104011,99972237.0,137432.0,2690915.0,904318.0,110.54986962550784,459.23074484944533,0.21760640821344743,0.6477051347918726,0.9576625469756913,4.0,1.0,5.0
A,골목상권,3111029,오금역 4번,211264,444277,11710,송파구,11710632,가락2동,43089,3111029,184631,50935,0.2758745822749159,25422.0,26757.6,0.9500852094358239,87501,97130,18946,27048,32684,1338861997.0,55012.0,2822499.0,239643.0,5586.9021711462465,26285.697398645334,0.1455588331392791,0.42613645595810024,0.947847327913514,2.0,2.0,2.0
A,골목상권,3111030,방이역 2번,211448,445215,11710,송파구,11710570,오금동,50911,3111030,1297934,383734,0.29564985584783204,200564.5,179361.0,1.1182168921894948,580800,717133,140822,156696,193769,2804575633.0,79844.0,3000885.0,1377778.0,2035.578760148587,7308.6451369959395,0.22467667038449718,0.3785146240101577,0.894961531171847,4.0,3.0,5.0
A,골목상권,3110856,미성초등학교,192319,442269,11620,관악구,11620765,미성동,127503,3110856,788712,231834,0.29393999330554116,119205.5,110059.8,1.0830975524215016,361275,427436,150468,144906,128640,6998700669.0,183964.0,2478847.0,972676.0,7195.3051879557015,30188.413558839515,0.20960301695192535,0.5376030794510543,0.916115134548479,4.0,4.0,4.0
A,골목상권,3110857,미성동주민센터,192423,441763,11620,관악구,11620765,미성동,113505,3110857,1105511,314142,0.28415999478973974,159560.5,157277.8,1.0145138093233756,506329,599182,142156,157350,180340,1558575326.0,215864.0,2419810.0,1321375.0,1179.5102268470343,4961.372010110078,0.1763015206031941,0.43404905062003,0.9160089768441924,4.0,2.0,2.0
A,골목상권,3110858,신대방역 1번,192456,443061,11620,관악구,11620685,신사동,23709,3110858,580743,194134,0.33428556177173036,86571.5,81519.8,1.0619689940358048,269264,311478,153281,111096,74614,1579687490.0,36764.0,2284815.0,617507.0,2558.1693648816936,8137.098550485747,0.22535893467736012,0.583719476601526,0.9273103593155665,3.0,2.0,5.0
A,골목상권,3110859,난향초등학교,192625,440416,11620,관악구,11620715,난향동,77274,3110859,524736,147889,0.28183505610440296,78458.0,73563.6,1.0665329048605559,256014,268722,51329,67831,83307,879561749.0,128152.0,2244549.0,652888.0,1347.1862693141857,5947.445374571469,0.1957141956068641,0.3858454537138675,0.9757821075740944,3.0,2.0,3.0
A,골목상권,3110872,신림초등학교,193607,442092,11620,관악구,11620655,신원동,53857,3110872,878889,224500,0.25543612447078073,129754.0,123876.4,1.0474472942384507,443196,435693,191075,176546,126850,349572797.0,116260.0,2409519.0,995149.0,351.276840955475,1557.117135857461,0.17224059237784872,0.5626091576979573,0.9914630857821636,4.0,1.0,2.0
A,골목상권,3110873,당곡중학교,193763,443532,11620,관악구,11620525,보라매동,132683,3110873,669718,194011,0.289690586187022,91880.5,97191.2,0.9453582217320087,325015,344704,132840,136935,111195,5422324954.0,206428.0,2400032.0,876146.0,6188.837196083758,27948.54391761292,0.15195764040501664,0.568851367291905,0.9706010589531713,3.0,4.0,2.0
A,골목상권,3110926,신중초등학교,200709,442463,11650,서초구,11650530,서초3동,98883,3110926,745940,194375,0.2605772582245221,99087.5,109553.4,0.9044675929729247,350711,395229,107526,106998,139844,755792919.0,161824.0,4234872.0,907764.0,832.5874555501209,3888.32369903537,0.1181333921238831,0.4750623374534145,0.9403195967504089,3.0,2.0,1.0
A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),196764,441656,11620,관악구,11620625,인헌동,111817,3110900,1496849,457764,0.3058184225663377,228338.0,208034.8,1.0975952100321678,702644,794204,430798,310068,194876,2665792565.0,280292.0,2629438.0,1777141.0,1500.0456154013666,5823.508543703742,0.2225291375526697,0.6251412133087573,0.9388315053823064,5.0,3.0,5.0
A,골목상권,3110983,국립국악고등학교,204448,442053,11680,강남구,11680690,개포4동,56042,3110983,442276,128998,0.2916685508596442,62922.5,63285.8,0.9942593757209358,197697,244577,48334,61374,75074,1202157240.0,118104.0,3193015.0,560380.0,2145.253649309397,9319.19285570319,0.17270488080416085,0.41779793613038013,0.8940028398556558,3.0,2.0,2.0
A,골목상권,3110984,포이초등학교(개포목련어린이공원),204610,441598,11680,강남구,11680690,개포4동,137098,3110984,829820,197086,0.23750451905232461,117330.0,119032.4,0.9856980116338073,380515,449306,84986,136250,144926,3357003330.0,187548.0,3091267.0,1017368.0,3299.694240432174,17033.19023167551,0.1367819160849177,0.44125472994143305,0.9171012990769083,3.0,3.0,1.0
